date,MRNA,OCGN,TNXP,BNTX,ARCT,BCYC,VTVT,OGEN,PFE,TBIO,BIO,IBIO,ACRX,SNY,TXG,REGN,PTCT,NVAX,TRVN,WST,ATRS,ONCT,NVLN,ARQL,OHGI,AMPE,SAVA,CRMD,HSTO,LTHM,ASND,VIVE,EVOK,SLS,ADXS,GHSI,AVGR,SINT,TSLA,LEU,NXE,QMCO,VMW,EBAY,BYND,CCJ,ZBRA,TDY,DELL,FB,MSFT,AMZN,AMD,GOOG,URG,TEAM,FSLY,EB,SPOT,MELI,CE,AAPL,TTD,DNN,PINS,UUUU,WORK,FIVE,NVTA,CLDR,NFLX,NIO,SHOP,MDB,DOCU,ZM,URNM,LIT,QMOM,VEA,ARKF,VTI,XSW,IGM,XLK
2021-03-19,143.74,8.92,1.45,107.59,46.4,26.0,2.86,0.9691,35.53,16.45,568.93,1.72,1.74,49.92,177.76,473.7,56.18,228.25,2.06,277.15,4.34,9.0,,,0.0626,1.76,57.77,9.95,1.46,18.05,144.5,3.42,2.27,10.62,0.8435,2.62,1.72,2.08,654.87,27.76,3.77,8.91,145.98,59.73,139.39,17.77,459.95,386.39,87.63,290.11,230.35,3074.96,79.06,2043.2,1.24,219.09,70.8,24.4,272.11,1448.89,147.64,119.99,733.21,1.11,73.01,6.52,40.8,196.63,41.37,12.57,512.18,43.35,1120.95,302.68,205.67,326.26,60.11,59.52,53.6,49.74,53.25,205.26,159.88,355.15,129.6
2021-03-18,141.46,8.9,1.37,103.65,48.34,26.78,2.81,0.9975,35.77,17.76,570.05,1.7,1.79,49.11,168.51,474.68,55.51,217.26,1.97,268.95,4.26,8.36,,,0.067,1.82,56.25,9.59,1.34,17.5,142.84,3.9,2.34,10.54,0.838,2.59,1.62,1.97,653.16,26.49,3.99,8.82,146.92,58.9,133.72,17.83,461.11,393.35,88.11,278.62,230.72,3027.99,78.12,2036.22,1.22,219.28,70.33,24.0,271.73,1436.17,148.67,120.53,700.1,1.12,69.39,6.57,40.53,187.27,39.67,12.17,504.79,41.63,1117.1,301.34,204.8,316.32,60.74,59.47,52.03,49.57,52.41,205.0,158.01,353.68,129.99
2021-03-17,147.55,9.55,1.5,106.66,51.36,28.22,2.88,1.05,35.79,25.7,566.44,1.74,1.9,49.12,170.19,496.01,55.75,225.46,2.05,274.59,4.37,8.98,,,0.063,1.82,62.52,9.63,1.37,18.92,144.0,3.75,2.38,11.71,0.8719,2.72,1.72,2.09,701.81,25.54,4.12,9.45,149.85,59.0,139.19,19.28,473.28,392.76,91.28,284.01,237.04,3135.73,82.63,2091.08,1.3,234.0,75.29,24.12,283.35,1537.62,146.55,124.76,771.51,1.18,74.95,7.14,40.68,196.01,42.8,12.79,524.44,44.76,1169.17,316.19,213.34,336.65,62.49,61.06,55.5499,50.05,55.42,208.8,163.7979,364.91,133.7
2021-03-16,156.02,9.13,1.27,108.1,51.76,27.9,2.89,1.01,35.83,25.02,560.84,1.76,1.86,49.4,168.77,482.17,57.7,222.23,2.09,274.17,4.34,8.35,,,0.059,1.8,52.16,9.27,1.4,18.17,147.0,3.51,2.41,10.42,0.84,2.71,1.6,2.02,676.88,25.94,3.96,8.73,147.85,57.42,139.17,18.7,473.9,391.49,89.08,279.28,237.71,3091.86,82.75,2092.52,1.28,235.89,74.16,24.75,284.69,1550.49,143.7,125.57,768.92,1.17,73.79,7.05,40.79,193.46,41.59,12.7,524.03,43.68,1143.17,318.83,211.18,335.08,62.67,60.03,54.95,49.79,54.95,208.01,163.03,363.94,133.81
2021-03-15,143.66,9.9,1.31,107.88,52.19,28.47,2.77,1.04,35.41,25.24,569.55,1.82,2.18,48.71,169.5,483.94,58.07,217.46,2.11,276.02,4.37,8.62,,,0.05,1.81,52.71,9.27,1.44,18.69,147.0,3.48,2.41,11.05,0.9194,2.64,1.7,2.17,707.94,26.4,3.79,9.07,149.43,57.67,148.11,18.62,478.11,399.14,89.3,273.75,234.81,3081.68,82.5,2066.49,1.3,236.62,76.56,25.81,285.46,1581.32,145.91,123.99,758.26,1.3,72.79,7.18,40.65,197.9,42.94,13.05,520.25,44.93,1159.0,323.3,220.08,350.0,60.13,60.62,56.2494,49.71,55.19,208.85,165.4173,362.06,132.81
2021-03-12,136.99,10.0,1.27,103.28,49.48,27.88,2.7,1.05,34.94,24.6,559.98,1.83,2.22,48.01,160.02,471.46,58.45,202.77,2.16,274.12,4.54,7.57,,,0.04277,1.86,53.44,9.31,1.35,19.37,149.25,3.53,2.45,10.26,0.8685,2.84,1.71,2.24,693.73,24.99,3.64,9.06,148.16,55.8,142.45,17.24,472.85,395.04,88.82,268.4,235.75,3089.49,81.05,2061.92,1.17,229.26,75.16,24.46,279.89,1550.15,148.0,121.03,751.22,1.14,71.75,5.92,40.77,190.8,42.7,12.76,518.02,45.5,1140.63,320.06,210.34,346.39,57.0,60.91,55.23,49.59,54.27,207.4,164.18,358.32,131.41
2021-03-11,140.47,9.6,1.2,102.6,50.87,27.0,2.65,1.08,34.71,24.08,568.9,1.78,2.16,47.84,164.63,469.96,57.23,187.63,2.11,272.89,4.41,6.37,,,0.0509,1.76,54.29,9.51,1.42,19.17,150.0,3.56,3.1,9.84,0.8212,2.89,1.76,2.22,699.6,24.9,3.51,8.95,147.54,56.24,142.81,16.51,480.75,390.86,88.62,273.88,237.13,3113.59,81.23,2114.77,1.14,235.8,75.44,24.58,286.96,1570.78,147.0,121.96,756.5,1.04,71.88,5.73,41.1,191.69,42.92,12.88,523.06,46.03,1142.24,327.26,225.22,355.17,55.69,62.11,56.14,49.47,54.95,206.99,164.9645,361.629,132.36
2021-03-10,129.75,8.11,1.14,98.02,48.17,27.35,2.49,1.06,34.93,23.19,559.22,1.66,1.93,47.95,151.58,467.95,56.55,172.5,1.93,267.73,4.19,5.77,,,0.0432,1.59,51.6,8.23,1.23,18.18,143.99,3.18,2.9,8.97,0.8,2.51,1.61,2.27,668.06,24.1,3.23,8.67,145.84,55.34,138.61,16.1,470.51,390.19,87.68,264.9,232.42,3057.64,77.52,2055.03,1.05,225.69,68.99,22.87,270.19,1435.57,147.56,119.98,722.61,0.9856,68.97,5.24,40.71,183.38,38.66,14.73,504.54,41.32,1087.9,294.45,212.67,336.03,53.455,58.67,52.71,49.11,51.68,204.32,159.53,352.35,129.59
2021-03-09,130.87,8.78,1.15,96.48,48.39,25.42,2.47,1.25,34.45,23.82,561.94,1.62,1.96,47.17,150.61,470.63,59.16,169.9,2.05,267.42,4.17,5.6,,,0.0379,1.6,52.05,7.69,1.25,16.98,145.07,3.17,2.87,8.59,0.8401,2.62,1.54,2.87,673.58,23.64,3.27,8.9,144.38,56.17,139.58,15.75,468.35,383.89,86.49,265.74,233.78,3062.85,78.53,2052.7,1.08,233.05,69.0,22.84,273.58,1452.01,145.36,121.085,719.32,1.03,67.48,5.13,40.7,182.72,38.84,14.49,506.44,41.35,1130.74,311.92,213.22,342.11,54.34,58.23,52.4,48.9,51.94,202.87,158.58,353.46,130.11
2021-03-08,123.47,8.63,1.02,90.29,42.96,22.85,2.35,0.84475,34.35,21.75,554.11,1.45,1.77,46.59,141.09,463.19,58.41,157.87,2.05,261.35,4.01,5.4,,,0.03,1.47,45.02,6.85,1.15,16.1,141.26,2.91,2.78,9.08,0.6686,2.47,1.43,1.81,563.0,22.8,3.12,8.47,143.63,53.49,135.3,15.43,460.64,390.13,85.11,255.31,227.39,2951.95,73.96,2024.17,1.04,223.42,62.05,21.45,258.33,1369.54,150.1,116.36,678.94,0.9711,62.49,4.9,40.03,186.43,34.76,13.96,493.33,35.21,1072.43,287.05,192.84,310.93,52.4,55.56,47.54,48.28,48.23,199.77,151.72,341.31,125.83
2021-03-05,132.19,8.74,1.02,96.2,43.19,23.92,2.44,0.82,34.39,22.23,567.92,1.42,1.74,46.59,155.58,461.57,60.14,174.84,2.09,262.4,4.15,5.41,,,0.0278,1.48,43.41,7.37,1.11,16.7,146.91,2.95,2.67,7.89,0.6801,2.55,1.47,1.88,597.95,23.5,3.43,8.52,143.89,53.76,138.3,15.8,478.15,387.15,85.35,264.28,231.6,3000.46,78.52,2108.54,1.0,228.21,64.84,22.74,274.98,1470.24,147.86,121.42,654.17,1.0,68.14,5.27,40.45,183.36,34.14,14.66,516.39,38.11,1131.01,308.17,204.31,337.43,53.45,59.0,50.08,48.52,50.96,200.75,154.4113,350.8205,128.95
2021-03-04,132.3,8.97,0.968,95.15,45.54,22.4,2.26,0.7956,34.2,21.29,562.0,1.43,1.7,45.9,147.4,449.38,57.87,158.1,2.08,257.29,4.06,5.19,,,0.0275,1.56,44.48,7.09,1.17,17.03,143.45,3.02,2.7,8.0,0.7053,2.57,1.39,1.68,621.44,22.24,3.48,8.4,139.07,53.34,136.42,16.27,479.64,367.66,82.8,257.64,226.73,2977.57,77.75,2049.09,1.03,225.44,65.49,22.88,285.01,1458.64,141.79,120.13,640.16,1.03,68.84,5.37,39.95,183.19,36.01,14.96,511.29,39.28,1149.44,328.29,210.62,343.09,54.13,57.32,50.11,48.13,51.37,197.19,153.24,344.46,126.56
2021-03-03,131.22,10.46,1.13,97.25,50.59,24.0,2.44,0.9196,34.39,21.45,566.87,1.58,1.88,45.46,173.21,446.73,57.0,183.61,2.09,267.62,4.27,5.93,,,0.0309,1.43,48.7,6.84,1.17,18.73,152.9,3.25,2.89,8.75,0.767,2.82,1.63,1.86,653.2,25.07,3.93,8.95,139.07,54.6,139.485,17.37,489.55,370.63,83.6,255.41,227.56,3005.0,80.86,2026.71,1.13,227.68,68.01,22.23,300.24,1528.0,143.58,122.06,695.93,1.14,74.39,5.86,40.25,192.34,39.04,15.32,520.7,41.53,1220.3,352.05,219.64,341.57,58.13,61.5,53.92,48.62,54.52,200.36,158.87,352.41,129.42
2021-03-02,146.81,9.6,1.22,104.98,53.96,24.87,2.35,1.04,33.51,21.98,591.22,1.72,1.91,45.94,186.72,454.86,57.32,205.99,2.17,278.1,4.06,6.39,,,0.032,1.65,51.55,7.62,1.17,19.54,155.13,3.38,2.96,9.44,0.8299,2.5,1.71,1.93,686.44,24.52,3.89,8.91,139.24,56.99,139.66,17.27,501.62,374.81,82.71,259.0,233.87,3094.53,84.13,2075.84,1.2,244.4,70.9,20.89,322.74,1642.41,142.72,125.12,797.91,1.23,81.17,6.19,40.92,194.49,42.01,16.24,547.82,43.29,1309.06,379.93,232.59,372.79,57.49,63.45,57.97,48.92,57.08,203.29,163.6,362.9,132.76
2021-03-01,157.4,10.02,1.22,110.21,54.64,25.67,2.5,1.02,33.69,23.8,597.3,1.81,1.97,45.91,186.75,463.05,58.16,240.29,2.24,282.99,4.5,6.99,,,0.03,1.72,50.06,9.02,1.18,19.24,156.3,3.46,3.04,8.44,0.8822,2.67,1.68,2.05,718.43,24.15,3.57,8.69,140.41,58.48,147.105,16.01,511.48,380.29,83.09,264.91,236.94,3146.14,86.39,2081.51,1.11,251.5,77.25,21.54,321.28,1713.28,142.51,127.79,832.34,1.07,83.32,5.19,41.11,194.08,43.72,16.63,550.64,49.76,1309.94,395.04,238.56,409.66,54.73,63.58,60.24,48.94,57.86,205.22,166.84,368.5,134.9
2021-02-26,154.81,10.95,1.19,109.03,52.67,25.27,2.66,1.02,33.49,23.34,584.5,1.76,1.88,45.89,177.99,450.57,57.1,231.23,2.145,280.65,4.25,6.53,,,0.0335,1.71,48.58,15.0,1.13,18.62,154.97,3.4,2.95,8.13,0.8399,3.0282,1.6,2.05,675.5,23.49,3.5,8.34,138.21,56.42,145.48,15.66,499.43,371.0,81.07,257.62,232.38,3092.93,84.51,2036.86,1.13,237.7,73.58,19.87,307.38,1638.11,138.91,121.26,805.39,1.05,80.58,5.19,40.93,186.12,40.13,16.14,538.85,45.78,1280.97,385.93,226.66,373.61,53.43,60.76,56.73,48.01,55.28,200.08,160.59,358.36,130.69
2021-02-25,148.38,8.0,1.22,112.33,51.43,24.94,2.54,1.05,33.82,22.26,582.45,1.85,1.94,45.8,173.1,453.19,55.19,221.5,2.19,277.68,4.47,6.77,,,0.03635,1.69,50.88,15.78,1.21,18.79,158.66,3.69,3.11,8.37,0.883,4.1688,1.65,2.42,682.22,23.44,3.97,8.1,143.53,56.7987915194,143.75,16.41,497.62,378.05,79.68,254.69,228.99,3057.16,82.42,2031.36,1.14,232.4,72.19,19.0,303.06,1613.06,138.81,120.99,754.59,1.09,79.11,5.39,41.8,186.25,39.8,16.1,546.7,46.81,1245.1,380.0,225.73,364.73,56.07,60.99,55.57,48.71,54.97,200.88,160.8492,355.35,130.0
2021-02-24,144.79,8.93,1.25,114.17,55.14,25.45,2.53,1.16,33.75,22.53,594.74,2.01,2.08,46.61,179.43,458.6,57.63,239.94,2.24,278.92,4.48,7.28,,,0.04,1.85,53.06,16.53,1.3,20.4,153.84,3.88,3.22,8.93,1.01,4.6854,1.68,2.28,742.02,24.73,3.87,8.48,146.76,59.1911590106,152.05,16.16,512.69,390.82,81.69,264.31,234.55,3159.53,86.94,2095.17,1.2,239.93,75.76,20.88,334.69,1714.0,141.21,125.35,781.04,1.16,84.17,5.66,42.35,194.6,42.09,16.6,553.41,51.86,1301.15,398.14,239.66,385.23,56.12,65.76,59.3,49.55,57.59,206.27,168.01,368.74,134.71
2021-02-23,150.17,8.59,1.22,111.97,54.3,24.16,2.37,1.14,33.91,22.9,594.48,2.02,1.89,46.41,176.09,468.03,57.29,243.23,2.19,274.29,4.44,7.01,,,0.0382,1.68,52.37,16.48,1.2,18.86,152.89,3.77,3.07,7.95,0.8794,4.5072,1.65,2.12,698.84,25.44,3.88,7.97,144.18,61.1748303887,149.42,16.02,498.02,380.91,80.56,265.855,233.27,3194.5,84.74,2070.86,1.11,241.46,77.91,20.39,336.31,1775.79,136.96,125.86,791.09,1.1,84.56,5.45,42.42,190.21,42.72,16.62,546.15,49.11,1300.24,380.69,243.6,388.16,55.85,64.59,58.93,49.37,58.54,203.98,165.4,364.7,132.68
2021-02-22,159.37,9.18,1.29,114.6,59.59,25.18,2.61,1.25,34.26,23.42,603.54,2.05,2.07,46.36,178.7,460.58,57.4,245.09,2.23,272.65,4.78,7.2,,,0.04,1.83,53.02,17.12,1.42,20.35,153.38,4.04,3.34,8.73,1.07,6.24,1.83,2.43,714.5,26.14,4.01,8.26,143.87,61.3642261484,150.86,16.32,488.31,398.11,80.77,260.33,234.51,3180.74,85.37,2064.88,1.2,241.01,76.39,20.89,349.91,1788.82,137.52,126.0,845.22,1.19,80.99,5.58,42.86,190.29,44.81,17.44,533.78,50.68,1381.3,392.56,243.51,394.34,57.44,66.11,59.6036,49.35,59.89,204.01,169.76,365.87,133.05
2021-02-19,174.74,10.27,1.42,115.69,66.98,25.66,2.74,1.3,34.44,25.17,637.01,1.99,2.16,46.64,190.73,470.37,58.08,277.88,2.33,281.55,4.83,7.48,,,0.046,1.96,55.76,17.58,1.59,20.06,158.56,4.15,3.42,9.36,1.17,6.54,1.91,2.81,781.3,24.61,3.88,8.4,144.68,61.7828904594,160.22,16.6,490.94,405.91,80.77,261.56,240.97,3249.9,89.58,2101.14,1.31,258.41,80.68,19.92,364.59,1910.39,135.22,129.87,903.35,1.2,85.9,5.77,43.3,194.32,50.42,18.69,540.22,55.04,1435.01,418.3,265.16,417.26,57.4,68.31,63.5799,49.5,62.64,205.97,175.3026,373.96,136.05
2021-02-18,169.57,10.17,1.46,112.65,64.72,27.78,2.83,1.2,34.56,25.36,651.5,2.05,2.16,47.31,186.37,477.03,58.84,265.29,2.28,296.74,4.85,7.53,,,0.0533,1.92,51.0,16.25,1.69,20.36,158.49,3.9,3.43,9.09,1.2,6.24,2.1,2.44,787.38,24.17,3.72,8.48,142.49,62.6002826855,167.09,15.98,477.65,408.51,79.69,269.39,243.79,3328.23,88.64,2117.2,1.22,256.73,80.2,18.59,354.88,1891.09,131.4,129.71,846.5,1.27,85.99,5.17,43.24,192.73,47.52,18.33,548.22,54.43,1384.57,402.5,260.99,417.91,55.48,68.26,62.7189,49.27,61.82,205.5,173.0508,374.84,136.25
2021-02-17,176.76,10.23,1.68,113.56,67.29,26.52,2.84,1.29,34.89,27.3,655.72,2.05,2.23,47.61,187.55,481.68,59.48,273.98,2.43,293.99,4.73,8.31,,,0.05,2.07,51.22,14.34,1.49,21.84,168.19,4.03,3.8,9.84,1.41,6.48,1.69,2.79,798.15,25.3,3.74,8.4,141.31,62.8494876325,167.87,16.76,479.58,403.24,79.26,273.57,244.2,3308.64,89.94,2128.31,1.4,250.53,94.85,18.99,355.19,1890.25,132.42,130.84,844.42,1.51,86.3,6.01,43.46,195.86,47.86,18.49,551.34,57.32,1425.0,410.8,254.98,429.42,60.14,73.11,64.09,49.59,63.07,206.69,174.9253,376.44,136.92
2021-02-16,178.53,10.96,1.77,114.38,68.94,26.04,2.66,1.39,34.69,26.52,649.62,2.33,2.3,47.45,192.43,480.71,60.41,262.7,2.48,295.61,4.56,8.26,,,0.078,2.35,51.83,13.99,1.65,22.77,160.65,4.15,3.46,10.11,1.13,6.96,1.83,2.98,796.22,25.29,4.07,8.64,143.19,62.6650759717,173.04,16.94,486.01,390.37,79.44,273.97,243.142425233,3268.95,91.46,2121.9,1.37,248.95,97.5,18.55,353.73,1939.87,131.12,133.19,868.98,1.49,89.15,6.13,44.28,194.94,49.07,18.58,557.28,59.23,1474.0,408.21,264.69,444.51,58.8,74.31,65.4376,49.9,63.6,207.12,174.61,379.25,138.14
2021-02-12,183.74,10.28,1.82,117.56,73.47,27.58,2.7,1.4,34.72,27.59,662.35,2.42,2.51,47.57,196.86,485.62,61.43,289.76,2.57,294.01,4.53,7.54,,,0.0689,2.49,46.12,13.74,1.72,22.5,160.67,4.19,3.4,9.44,1.08,6.6,1.83,2.95,816.12,23.74,4.0,8.36,145.13,62.809614841,175.45,15.77,477.74,387.91,80.05,270.5,244.42947377,3277.71,93.77,2104.11,1.15,252.97,102.06,17.4,339.7,1943.0,132.73,135.37,864.0,1.11,84.04,5.79,43.69,192.32,51.86,18.99,556.52,59.85,1455.49,422.85,263.3,433.11,53.0,71.69,67.085,49.6,62.52,207.49,175.7679,379.4,138.59
2021-02-11,183.44,10.99,2.0,118.03,78.77,27.72,2.7,1.38,34.43,27.61,643.81,2.34,2.63,47.7,190.12,490.54,63.275,298.26,2.74,291.09,4.64,7.05,,,0.0719,2.16,48.19,13.3,1.68,21.87,149.17,4.28,3.45,9.21,1.105,6.9,1.87,2.95,811.66,24.91,3.87,8.6,143.0,62.1118409894,175.66,15.66,470.08,388.96,79.5,270.39,243.930617748,3262.13,92.66,2095.89,1.13,252.8,108.26,17.13,331.9,1942.25,130.47,135.13,866.84,1.06,87.03,5.65,43.57,188.4,51.09,18.61,557.59,60.27,1463.31,418.16,256.27,432.77,52.5,71.18,66.5007,49.37,61.94,206.42,174.39,377.12,137.88
2021-02-10,179.34,10.25,1.63,119.35,80.7,28.88,2.57,1.47,34.74,28.86,631.92,2.6,2.64,48.07,185.28,491.22,63.74,298.36,2.85,292.29,4.69,6.92,,,0.04,2.27,49.29,14.07,1.72,21.07,154.13,4.5,3.82,9.66,1.14,6.66,1.99,3.1,804.82,25.57,3.96,8.49,146.51,62.1218091873,171.53,16.44,427.47,388.31,79.58,271.87,242.264438634,3286.58,92.35,2095.38,1.13,252.46,109.51,17.26,335.71,1905.27,129.15,135.39,861.92,0.9761,81.12,5.4,43.06,189.54,51.94,18.44,563.59,61.26,1462.42,417.34,255.25,431.0,52.1,70.53,64.9544,49.05,60.37,205.93,172.6657,373.93,136.38
2021-02-09,179.52,12.61,1.61,117.53,84.15,29.35,2.57,1.52,34.97,29.27,636.46,2.62,2.77,48.86,182.78,490.68,63.75,315.87,2.93,289.89,4.71,6.79,,,0.03,2.25,57.56,14.1,1.68,22.21,154.08,5.0,4.41,9.95,1.16,6.3,2.01,3.04,849.46,27.2,4.0,8.94,147.66,62.0320954064,166.66,15.14,425.27,389.65,79.59,269.45,243.212265076,3305.0,90.91,2083.51,1.07,248.05,117.86,17.35,334.0,1878.0,129.38,136.01,864.61,0.9292,79.41,5.34,42.93,191.83,52.6,18.37,559.07,62.84,1432.99,405.46,255.82,430.03,51.01,70.72,65.61,49.16,60.26,206.02,174.48,373.705,136.58
2021-02-08,185.98,15.81,1.55,119.5,86.92,28.24,2.66,1.3,34.82,34.33,628.68,2.42,2.59,48.63,181.7,494.9,63.94,319.93,2.89,294.46,4.71,6.99,,,0.03137,2.13,60.67,14.91,1.5,21.8,153.93,4.7,3.2,10.15,1.05,5.868,1.97,2.35,863.42,27.63,3.91,8.68,146.8,63.636975265,169.09,14.76,420.31,387.06,79.94,266.58,241.915239418,3322.94,91.47,2092.91,0.9913,244.38,111.65,17.53,323.79,1900.89,130.04,136.91,852.31,0.8627,79.81,5.6,43.24,192.2,50.81,17.44,547.92,59.07,1345.09,410.78,248.9,410.81,49.97,69.29,64.885,48.88,58.95,205.94,170.36,372.99,136.74
2021-02-05,176.24,5.25,1.27,117.57,85.05,30.25,2.44,1.05,34.92,30.92,616.48,2.17,2.32,48.21,185.54,498.98,63.55,290.18,2.62,291.35,4.68,6.71,,,0.028,1.96,44.8,14.96,1.35,19.81,152.72,3.83,3.08,9.26,1.04,4.725,1.7,2.14,852.23,26.07,3.69,8.05,145.72,62.0320954064,168.92,14.0,407.11,385.16,79.61,268.1,241.645857166,3352.15,87.9,2098.0,0.929,243.8,113.15,17.98,310.77,1918.13,126.657686659,136.76,855.06,0.777,81.96,4.87,43.24,190.8,49.7,17.11,550.79,56.67,1287.75,412.66,250.37,419.59,47.24,67.65,63.1497,48.57,57.79,204.11,166.9,370.1,135.32
2021-02-04,173.31,3.25,1.33,117.56,86.78,29.89,2.61,1.01,34.89,26.7,605.01,2.39,2.32,47.12,181.84,498.84,63.08,280.92,2.61,290.25,4.57,6.53,,,0.027,1.95,63.43,16.54,1.32,19.99,150.88,3.87,2.95,9.8,0.9518,4.5876,1.6,2.63,849.99,26.5,3.2,7.75,144.68,60.9256254417,169.25,13.45,407.34,387.44,79.31,266.49,241.456291878,3331.0,87.84,2062.37,0.899,241.0,111.67,17.8,314.7,1893.35,125.404241126,137.184363889,854.02,0.75,77.84,4.19,43.03,186.55,50.19,16.75,552.16,57.6,1260.87,396.36,246.01,389.98,45.05,67.96,61.84,48.21,56.98,202.97,163.7637,367.85,135.62
2021-02-03,165.86,2.81,1.2,118.02,81.06,29.09,2.85,1.01,34.84,25.73,591.37,2.17,2.32,46.87,180.87,491.18,60.77,284.21,2.37,292.08,4.46,6.86,,,0.0245,1.74,87.95,14.44,1.27,19.0,149.98,3.8,2.87,9.4,0.75,4.5,1.67,1.9,854.69,24.63,3.25,7.16,142.34,57.8554204947,168.29,13.67,403.69,378.53,77.75,266.65,242.444026802,3312.53,87.89,2070.07,0.9173,243.99,109.83,17.57,317.25,1870.52,125.593252754,133.739527617,839.15,0.735,77.14,4.27,43.04,182.21,52.39,16.82,539.45,57.98,1224.16,395.83,236.83,380.47,45.6,69.33,60.66,48.19,56.12,200.43,160.65,363.24,133.49
2021-02-02,158.58,3.26,1.05,114.76,78.54,28.49,2.66,0.9759,34.99,24.2,596.64,1.74,2.17,47.27,182.56,499.98,60.24,264.41,2.29,294.6,4.52,6.7,,,0.02,1.7,55.44,11.72,1.27,18.99,151.16,3.76,2.65,8.18,0.721,4.455,1.53,1.81,872.79,21.62,3.18,7.26,142.72,57.1476784452,167.16,13.67,405.19,383.77,77.17,267.08,238.962011767,3380.0,88.86,1927.51,0.9,248.79,106.3,18.35,345.05,1909.99,124.369651163,134.787956047,831.45,0.7345,73.87,4.14,42.73,181.19,53.62,16.9,548.16,55.77,1235.35,394.65,239.84,391.84,45.0365,69.62,60.478,48.06,55.87,200.13,160.6087,363.02,133.95
2021-02-01,157.48,1.81,0.9685,116.1,80.42,26.93,2.04,0.937,35.8,24.46,591.68,1.87,2.13,47.6,176.83,508.08,56.79,268.3,2.4,297.02,4.34,6.56,,,0.0219,1.8,22.99,8.9,1.18,19.38,149.38,3.77,2.57,6.1,0.7034,4.566,1.53,1.85,839.81,22.05,3.18,7.24,137.67,58.2840530035,177.97,14.63,397.33,373.46,73.95,262.01,239.101691453,3342.88,87.66,1901.35,0.979,234.87,109.67,18.49,332.65,1896.79,122.031875765,133.93922827,793.21,0.7444,70.72,4.27,42.51,172.69,51.54,16.18,539.04,56.99,1144.93,374.87,230.14,381.93,44.4916,66.65,59.29,47.53,54.14,197.3,157.3355,356.61,132.16
2021-01-29,173.16,1.77,0.9786,116.94,72.46,26.81,2.04,0.915,35.9,23.88,573.77,1.6,2.2,47.21,171.15,503.84,57.82,220.94,2.18,299.49,4.38,5.41,,,0.0235,1.57,19.82,8.75,1.15,18.22,150.15,3.78,2.58,6.1,0.73,4.8798,1.46,1.8,793.53,20.31,2.81,7.13,137.85,56.3302862191,178.08,12.42,387.83,357.01,72.89,258.33,231.429285831,3206.2,85.64,1835.74,0.8027,231.13,109.35,17.85,315.0,1779.51,121.514580783,131.762491147,765.99,0.6581,68.51,3.8,42.17,175.73,49.52,15.27,532.39,57.0,1098.59,369.61,232.89,372.07,40.9391,65.58,57.8099,46.87,52.13,193.99,154.3866,347.75,128.93
2021-01-28,159.55,1.82,0.981,110.0,65.48,26.29,2.0,0.8973,35.86,22.34,566.44,1.59,2.25,47.57,173.32,506.27,56.37,134.01,2.19,298.92,4.39,5.4,,,0.02426,1.6,18.72,8.74,1.17,19.61,155.39,3.55,2.52,5.5,0.6981,5.31,1.61,1.8,835.43,21.63,2.83,7.39,140.29,56.2605088339,179.79,12.79,393.03,367.95,73.92,265.0,238.383338781,3237.62,87.52,1863.11,0.887099,227.02,109.54,18.72,325.44,1844.73,121.047025704,136.884812908,794.52,0.66,68.51,3.94,42.24,178.69,50.93,15.67,538.6,58.37,1120.57,371.0,234.14,378.59,41.8932,68.71,57.5252,47.92,52.76,197.45,156.9435,354.07,132.04
